path,bytes,area,review_method,note
lib/import/richtext-sanitize.ts,5847,Application library,Static import/reachability scan and domain logic review,
lib/import/svg-sanitize.ts,3985,Application library,Static import/reachability scan and domain logic review,
lib/import/table-sanitize.ts,3953,Application library,Static import/reachability scan and domain logic review,
lib/import/taxonomy.ts,7927,Application library,Static import/reachability scan and domain logic review,
lib/posthog/server.ts,702,Application library,Static import/reachability scan and domain logic review,No application import path reaches this helper
lib/practice/overview.ts,3885,Application library,Static import/reachability scan and domain logic review,
lib/progression/dashboard.ts,2090,Application library,Static import/reachability scan and domain logic review,
lib/progression/dates.test.ts,1377,Automated test,Executed existing test suite; included in AST scan,
lib/progression/dates.ts,1575,Application library,Static import/reachability scan and domain logic review,
lib/progression/server.ts,1906,Application library,Static import/reachability scan and domain logic review,
lib/progression/types.ts,914,Application library,Static import/reachability scan and domain logic review,
lib/supabase/admin.ts,767,Application library,Static import/reachability scan and domain logic review,
lib/supabase/client.ts,385,Application library,Static import/reachability scan and domain logic review,
lib/supabase/server.ts,3658,Application library,Static import/reachability scan and domain logic review,
lib/supabase/types.ts,40078,Application library,Static import/reachability scan and domain logic review,
next.config.ts,1078,Root configuration/documentation,Configuration and repository inventory review,
package.json,1444,Root configuration/documentation,Configuration and repository inventory review,
pnpm-lock.yaml,186579,Dependency lockfile,Registry advisory audit and dependency-path inspection,
pnpm-workspace.yaml,105,Root configuration/documentation,Configuration and repository inventory review,
postcss.config.mjs,105,Root configuration/documentation,Configuration and repository inventory review,
proxy.ts,2352,Root configuration/documentation,Configuration and repository inventory review,
public/logo.jpg,50288,Public asset,Asset inventory,
skills-lock.json,1054,Root configuration/documentation,Configuration and repository inventory review,
tailwind.config.ts,1904,Root configuration/documentation,Configuration and repository inventory review,
tsconfig.json,723,Root configuration/documentation,Configuration and repository inventory review,
